"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
20070220,74035.052,266181.28,282312.4257,122123.88,167067.3454,436678.3976,240963.0814,376389.8697,178727.5685,70733.3319,121332.1765,87993.6018,189634.6989,233865.8471,181746.5085,209484.9561,99156.5039,88843.3217,30205.4932,107929.5819,84369.6161,152860.3845,46074.6068,20333.71545,77398.498,73470.4219,96609.6195,86492.7182,17213.3133,16338.9318,111700.6585,24646.3897,204721.3002,189791.793,180140.9389,64555.2955,51363.5718,55243.6448,70732.27,27004.7945,146055.7502,71797.3493,149656.052,111986.568,39657.0725,53927.6859,72495.3363,33424.8177,56643.0829,44190.8076,33669.1855,71846.8276,32645.6376,30343.973,106094.8806,48409.28452,41436.2323,80703.137,26360.8721,67842.9217,62782.8036,19910.7339,25042.7367,62203.4199,38492.5167,79334.866,14552.5593,49878.9213,15912.385,56237.5027
20070221,76879.2391,264020,287404.4292,120394.08,165376.1358,436153.4737,240338.9402,374305.1847,178796.8025,69656.595,122142.408,89133.6838,187976.2966,232926.8782,181174.5698,208276.2288,98801.9568,88715.3514,30436.7603,109098.0784,84287.9812,152467.9877,45970.7349,20005.66107,78635.0075,74896.46,95415.568,86412.891,17109.6436,15998.9309,111788.2439,24330.988,204121.7773,188458.0896,178904.3693,64467.2976,51363.5718,54633.8347,70515.4107,27235.3935,147218.9987,71981.7077,149264.4005,110138.2775,40178.544,53318.0001,72104.7074,34132.9511,56853.3302,44372.9572,33730.6705,71791.579,32297.9415,30583.1159,106487.4733,48758.81004,41253.8065,80902.6693,26315.6407,67295.2392,59881.948,20156.5454,25042.7367,61694.2051,38644.503,79227.5116,14481.0248,49802.8979,15851.7022,55980.4757
20070222,77146.4203,263234.08,287796.1218,120913.02,165496.9365,437903.2202,239402.7284,368989.2381,178762.1855,70882.4185,122243.687,89496.4372,186534.2076,231925.3114,180264.6674,207109.1817,98272.3801,88246.1273,31683.5916,110069.0826,84043.0767,154059.375,47617.8465,19587.10893,77853.4402,76569.9922,93787.316,86213.3232,17001.8271,15772.2636,112226.1712,24789.0715,204184.885,187478.6814,177814.5114,64484.8972,51211.2932,54212.9798,70057.5967,26782.4311,147215.905,72022.6762,148375.653,109513.1496,40371.9932,53278.6656,72360.6367,34054.7805,56952.27,44093.2274,33738.8685,71491.6582,32320.6173,30697.2523,105897.878,48418.48256,41244.2148,82299.3953,26274.9324,67215.5763,58995.5754,20435.8767,24879.551,61264.2014,38548.5116,78798.0942,14293.4153,50114.5937,16156.1681,56068.5992
20070223,76767.1954,264118.24,282997.8877,119702.16,166161.3403,438719.7685,235657.8813,365862.2106,176650.5485,71826.6339,120285.6274,87164.4512,184731.5964,231612.3218,178834.8208,206609.0186,94901.2435,86197.9913,31723.8119,110483.5102,83594.085,154931.3681,47795.9126,19377.83286,77258.5158,76110.3601,93222.8553,85814.1874,16910.5978,15677.8189,112138.5858,24593.8228,204531.9772,185655.4093,178946.2869,64326.5009,53190.915,54195.802,69900.9761,26749.4884,145597.8758,71981.7077,147215.7621,109420.538,40582.264,53199.9964,71431.2093,33857.055,56902.8001,43754.9495,32988.7515,71254.8786,32131.6521,30295.0574,105766.8568,48740.41396,41675.8403,82693.3081,25994.4976,67265.3656,59110.6887,20961.0195,24992.5257,61343.4126,38148.5478,78733.6816,14113.904,49612.8395,16060.2858,55965.7885
20070226,76405.2079,258263.8286,284662.5812,120241.95,164530.5311,439769.6164,235345.8107,368363.8326,175888.9745,70650.713,120420.666,87164.4512,186317.8943,234155.3467,178548.8514,208317.909,93805.3862,83589.8021,32075.7401,111733.026,83247.1369,155672.5622,47143.0035,19213.80567,77223.5202,76841.0573,96566.1995,80904.9238,16952.0139,15602.2632,112080.1955,24038.2089,203332.9314,186089.5217,179554.0923,64132.9054,52292.4712,53723.4139,68840.7751,26667.1316,143837.5343,71920.2549,145980.5536,110485.5708,40321.5282,53475.3384,71673.6686,34050.1823,55119.3831,43437.0614,32923.1675,70189.3703,31986.6311,29778.7262,105619.4579,48878.38456,43152.9587,84051.2128,25962.8356,66946.714,58615.7015,21311.1147,25118.0532,61558.4145,38092.5529,78143.2327,14045.0688,49658.4536,16152.7438,55863.3641
20070227,72337.1585,248066.6235,272911.8038,115513.01,155289.2788,418947.6332,226474.0895,356413.2817,170384.8716,66674.862,116099.431,84417.8901,181270.5829,225725.7542,173583.384,200898.8238,87563.3829,78916.3529,30899.2945,106948.6955,81267.4918,149503.2112,45510.7308,18190.04976,74948.8093,74012.5521,93743.896,77492.3464,16101.9743,14695.5941,106941.8484,23091.9099,193267.2571,182471.9182,173266.4505,63147.6581,50647.8624,51017.9182,66973.3757,26076.8974,138838.0407,67802.9176,141536.8158,107406.237,38795.6535,53233.5309,69653.1743,32795.9788,53506.7199,41867.7474,31615.5865,68823.9412,30760.4517,28506.9207,102786.1247,47185.9452,41877.2655,83079.0765,25058.2072,65184.1722,57487.5909,19802.7258,24628.496,59974.1906,36924.6586,75394.9613,13901.9997,47742.6651,15711.0003,54674.4696
20070228,72923.2334,246939.048,275849.4981,114532.62,156678.4866,418072.76,227327.7933,358984.0642,170973.3606,66757.895,117145.9801,85143.3968,179972.7028,229784.4469,174467.2892,201357.3066,88435.6853,79757.3609,30894.4019,107392.6024,80798.0914,149372.4123,44688.5075,18042.9909,74960.4745,74012.5521,95849.7686,77990.8128,16230.5247,14941.1503,109189.8752,23204.5534,200335.3168,182124.6283,176640.8183,63236.3237,49566.6843,52847.3486,68515.4862,26010.6704,139048.4154,70158.6081,139923.8588,108077.6706,38653.1765,53273.9205,70286.2625,33251.3494,52580.0403,41609.4241,31574.5965,68871.2971,30752.8827,28648.2325,103424.853,46880.86125,41992.3657,84282.6738,25279.8411,65363.4138,57971.0669,20123.564,24703.8125,59510.2393,37116.6412,75352.0195,14478.3823,48016.3492,15474.7189,54366.2377
20070301,75034.8269,250419.8247,275066.113,112975.53,156134.8835,414048.3431,225315.2513,359909.5459,170888.8008,66426.3843,117010.9415,86905.3417,177456.377,229222.474,175247.2055,199606.736,87519.5486,79938.3373,31314.0542,108428.3853,80512.3695,145865.996,44443.1249,17839.37094,72032.2193,74743.768,95303.594,77223.9415,16110.2679,14705.0241,107957.0509,22821.5656,200934.8397,180735.4686,176766.5711,63076.7256,49048.9371,52306.2495,67426.7975,25944.4433,138670.9784,70445.3878,138915.1544,107707.2245,38980.0355,53798.9857,71040.5804,32800.6254,53073.4671,41267.1457,31677.3125,69336.9637,30639.3476,28463.4402,103883.4271,47010.23875,41388.09,82986.4921,25329.5957,64845.6049,57729.3289,19742.2357,24903.4746,59253.2859,36948.6564,74137.6761,14358.1569,48046.7585,15262.4081,54058.0058
20070302,73612.7333,244978.047,271834.6492,110841.74,152812.8647,398594.8588,223660.4946,358572.739,167380.7177,65399.3429,116359.6516,86594.4102,175684.648,227536.5555,180914.1333,199273.2939,85770.5603,78139.219,30954.3523,106751.4035,79614.3861,144118.1934,44399.8221,17319.00882,72090.5923,73364.8621,95736.8906,76418.7266,15629.2406,14364.3672,106152.9169,22438.5779,199294.0401,179288.4272,175190.4636,62757.5294,48637.7848,52417.9049,66103.3006,25613.3081,136410.7041,69544.0801,136852.5798,106248.5927,38468.7945,53354.6998,72980.255,32730.9258,52555.9707,40711.7507,31525.3928,68689.7661,30132.224,27675.3557,103064.5447,46289.42125,40630.3474,81798.3255,25216.5172,64078.8494,56578.1957,19368.4584,24501.1973,58708.9495,36724.6767,74086.7339,13921.8332,47499.3904,14950.7906,53580.9802
20070305,74397.0395,241448.2452,269778.2632,110207.37,153779.2702,398424.0568,222005.7379,355282.1375,165123.0404,64836.1267,114974.4177,84832.4653,175046.8256,223040.7729,180237.7215,197856.1653,83285.1559,76265.5811,30254.9318,106027.9996,78920.4899,143341.3922,44601.9019,17217.19884,72569.1045,72681.302,95866.8796,75651.8553,15363.8462,14345.4418,105134.4541,22085.6283,198126.5481,178941.1373,172525.2517,62314.2012,48378.9112,51352.8844,65459.4373,25489.1324,137115.0222,69072.942,138222.6111,107174.7081,37840.2194,53213.3361,71336.9196,32521.8271,51641.326,40795.7057,30535.8617,68681.8734,29662.9454,27610.1349,102802.5023,46076.8725,40054.8467,81397.1264,24990.36,63272.2625,56520.6391,19089.0693,24036.0643,58550.1847,36692.6796,74332.0189,13635.4536,46883.6012,14865.1814,53698.4019
20070306,76008.7455,247968.5735,272520.1112,111879.8,156799.2873,404231.3237,227819.748,357030.2695,168526.923,65515.2992,117102.9479,87475.3827,178519.4144,224789.1328,181434.45,200231.9398,86515.7433,78298.9041,30944.3605,108214.6524,79185.8032,146017.0407,45251.4442,17601.81432,72732.6947,74578.7707,96776.8025,76610.4444,15998.3047,14458.9941,106152.9169,22528.6926,198599.8557,178564.9065,177163.1401,63147.6581,49521.0007,52160.2386,67212.1763,25911.3298,142278.4664,70404.4193,141218.6137,108656.4928,38393.3655,54546.1938,73106.2039,32861.0317,51869.9872,41086.3194,31147.6465,69313.2857,30101.948,28621.0571,103605.0071,46964.0325,40687.8975,81582.2952,25202.9477,63909.5658,57002.4223,19345.8052,24576.6243,59230.6052,37068.6456,74555.9748,14047.462,46838.5999,15128.8577,53918.5675
20070307,75603.6643,246203.6726,270365.8021,110265.04,156255.6842,407875.099,226254.4376,353019.8489,167971.1871,65747.2117,115954.2173,85454.3282,179086.3677,221229.9715,180289.7532,199773.457,85735.4929,78660.8569,31423.9631,110417.7462,79002.1248,147441.1761,44948.3244,17403.85047,72405.8062,76676.5932,95021.9511,76150.3216,15907.0754,14421.1434,103825.002,22881.6421,195886.2256,179027.9598,178548.2108,62899.3944,49612.3679,52048.5832,66604.0832,25927.8866,141684.5382,70527.3249,141429.3877,108239.7408,38854.3205,54768.3368,72862.4262,32559.0002,51869.9872,41480.2625,30716.523,70015.7319,29678.0835,28800.4143,102769.747,46612.865,40371.3721,81304.542,25383.8734,63989.2287,57094.5474,19130.6001,24564.0531,58811.0126,37268.6275,74651.9559,13470.6502,46537.5322,14991.883,54160.7498
20070308,75844.9893,247576.3733,267526.0309,110899.41,157946.8938,409070.7128,227059.4544,354253.8245,169291.06,66658.2968,116596.155,86490.7664,180078.536,227973.6455,180445.8482,199565.0557,87642.2846,80278.9987,31703.7313,111091.8271,79185.8032,147721.6877,45756.6437,17567.87766,72580.9251,77407.2955,96105.1927,75920.2602,15799.2589,15007.8303,106152.9169,23054.3621,196611.9639,178622.7882,180394.9718,63041.2594,49536.2286,52984.7706,67748.7291,26830.23,141398.4576,71059.9158,140014.1906,109165.8563,38829.1775,54849.1161,72225.8958,32554.3535,52519.8663,41525.469,31472.0156,70157.7997,29799.1876,29354.791,103261.0765,46964.0325,40956.4644,82400.1242,24542.569,64287.9646,57486.0792,19387.336,24438.3415,59378.0296,37844.5753,74513.3165,13881.3078,46785.913,14769.2991,54689.1473
20070309,75819.133,246742.9479,267232.2614,110149.7,157524.0914,404914.5316,227864.4711,352917.0176,169568.9279,66509.2102,116562.3688,86179.835,180078.536,228223.4112,179691.3889,197647.764,88413.7682,80907.0933,31993.4913,111469.9701,78920.4899,147743.2655,46853.6484,17528.28489,71051.5538,76723.7353,96646.8135,76188.6652,16106.1211,15007.8303,106065.6201,22761.4891,196138.6563,179838.3029,182283.7047,63005.7931,49246.8992,53147.9593,67844.1163,26987.5192,140851.1729,70404.4193,140435.7387,110138.2775,38829.1775,54364.4405,71778.9701,32647.2863,53133.6411,41590.0499,31615.7234,70647.1442,29685.6525,29365.6612,102982.6564,47259.7525,41244.2148,83927.7669,24578.7541,64228.2174,57486.0792,19315.601,24199.4894,59638.8575,37780.5811,75323.8235,13827.2739,47162.2476,14827.5134,54843.2633
20070312,77456.6953,246890.0229,268701.1086,112341.16,158067.6945,403491.1819,228490.5953,354150.9932,169638.3949,66459.5146,116663.7274,88459.999,179865.9285,231407.9239,178936.9297,196980.88,88808.2768,80970.9673,32163.3505,110549.2742,77900.0543,148520.0666,47041.294,17714.93652,70841.4112,76605.8801,95953.5389,75843.5731,16093.6808,14799.6511,106443.9062,22581.2596,195917.7795,178825.374,181863.9863,63236.3237,49246.8992,53448.5699,67617.5718,26474.2596,141407.7863,70056.1868,141685.3277,111018.0871,38443.6515,55253.0123,72144.6365,32907.4981,53759.4507,41699.8373,31279.0365,71981.0027,29746.2045,29708.0703,103457.6083,47620.16125,42097.8741,83912.3362,24266.6573,65074.6357,57163.6413,19583.6635,24626.909,59877.0047,38084.5536,75878.3809,13947.4993,47455.7885,15098.0384,55166.1729
20070313,76189.7392,238996.994,261650.6422,110265.04,154020.8716,398025.5189,221200.7212,350551.8977,162205.4268,69292.1609,113082.3908,86283.4788,176747.6854,232656.7525,175242.6807,192479.4125,87243.3926,76733.9906,31773.6734,109480.6092,76226.5399,146383.8634,45814.3808,17256.79161,70502.8481,75556.9688,93960.3744,74463.2047,15683.1488,14458.9941,105134.4541,22048.0805,193014.8264,175873.4095,176365.6751,62065.9375,46810.4416,51936.9279,65280.5864,26408.0326,137763.3679,68868.0994,139577.5872,108957.4803,38150.3164,54122.1027,71778.9701,31982.8169,52327.3096,40905.4931,30691.8874,70599.7883,28845.4925,28523.2259,101803.4657,46520.4525,41186.6647,83495.7063,23954.5605,64039.018,56714.5313,18949.3748,24312.6299,59049.1597,37500.6065,74555.9748,14029.901,45852.6033,14779.5722,54872.6187
20070314,77568.739,240614.8198,268309.416,110899.41,156134.8835,404345.1917,222587.1389,352814.1863,164289.4365,71578.1562,113690.5423,87475.3827,176180.7321,232344.5453,174306.1106,190603.8011,87734.3366,78575.6915,31803.6486,111650.8211,76655.1229,147419.5983,45713.3409,17109.73275,70853.0858,76523.3815,93895.0443,74578.2354,15790.9653,14212.9641,105570.9382,22018.0423,193614.3493,175699.7646,176071.8722,61888.6062,47252.0496,50932.0295,66425.2323,26747.4462,139308.8252,69093.4263,141158.3925,108911.1745,38854.3205,54566.3887,72280.0686,32322.0216,52531.9011,41099.2356,30880.7605,71018.099,29133.1148,28756.9338,102671.4811,46215.49125,41608.6985,82971.0614,23760.0654,64477.164,57152.1256,19689.3783,24375.4857,58856.3739,37516.605,74897.2409,14251.44,46371.945,15104.8872,55628.5208
20070315,77198.1328,245762.4474,267134.3383,110380.38,155893.2822,402466.3701,224063.003,354973.6436,165678.7764,72389.8502,115210.921,86646.2321,177102.0312,230658.6268,174436.1898,191729.168,88058.7104,79725.4239,32113.3919,109365.5223,76512.2619,148606.3779,45568.9982,16617.65118,70059.2137,75898.7489,93721.4459,74539.8919,15666.5617,14364.3672,105803.7296,22220.8005,195349.8104,175178.8297,177855.6755,62420.6,47526.1511,51154.2156,66575.1999,27600.1193,138745.9927,69216.3319,140691.6786,109003.7861,38435.2705,54768.3368,73201.0063,32582.2334,52315.2748,40982.9901,31184.5999,71854.7203,29534.7856,28680.8428,103162.8106,46603.62375,43929.8846,82755.0311,24058.5928,64128.6387,56806.6564,19311.8255,24727.4783,59026.4791,37580.5992,74022.7465,14219.0196,46688.066,15101.4628,55767.959
20070316,77215.3703,242820.9459,267623.954,110438.05,156980.4883,397740.849,221916.2916,353328.3428,163351.6321,72356.7198,114704.1281,86542.5883,177102.0312,230908.3925,173967.9047,192604.4533,87230.2423,79214.4317,32033.4581,107425.4844,76553.0793,146901.7309,45150.4043,16498.87287,69230.3178,75993.0331,93504.4479,74693.2661,15695.5892,14288.6657,105687.3339,22964.2474,194403.1952,175120.948,177813.7036,62243.2688,47099.771,51317.3459,65910.7531,27268.9841,137085.4812,68847.6151,140390.5728,109304.7736,38343.0795,54162.4924,71955.0317,32312.7283,52327.3096,40789.2477,30774.0061,71033.8843,29580.2704,28017.7648,102474.9493,46169.285,43402.3423,81597.726,23963.6068,64327.796,56276.9369,19640.2964,24589.1955,59173.9035,37548.6021,73862.7781,14220.3705,46492.3721,14913.1226,55246.9003
20070319,78542.6576,245419.2722,272520.1112,110207.37,158852.8989,404800.6636,225270.5282,356516.113,165261.9744,71081.2007,115717.7139,89030.04,179724.1902,234654.8781,176543.4726,194188.3029,88738.1419,79863.8176,32373.1767,107935.1554,76981.6623,149706.8462,45063.7986,16453.62399,69043.5243,78067.2846,94220.5414,75306.7632,15944.3964,14799.6511,106938.5881,23309.6873,195570.6872,175757.6462,178842.0137,62810.7288,47404.3282,51892.5947,66492.1441,27434.5517,139069.3882,69830.8599,141504.6642,109582.6082,38820.7965,54404.8301,73539.5863,32884.2649,52796.6667,41441.514,31057.3159,71286.4492,29921.4062,28925.4208,102917.1458,47000.9975,43392.7506,82060.648,24081.2085,64795.8156,56633.9218,20119.7885,24752.6206,59740.9206,37764.5826,74097.3985,14439.2078,47079.454,15204.1938,56039.4966
20070320,78844.3138,248262.7236,272618.0344,109515.33,159094.5003,409924.7227,227014.7312,357544.426,165852.4438,71296.5481,116934.0169,90947.4506,180999.835,236715.4451,177896.2962,197147.601,89421.9569,81024.1956,30474.7496,109020.2613,77410.2452,151152.5595,45251.4442,16600.68285,69382.0874,77548.7217,94676.2372,77645.7207,15998.3047,14913.2034,107607.8637,23565.0125,196517.3024,176741.6344,180122.1549,63094.4587,47647.9739,52493.6009,66753.1768,27873.3059,138463.0216,70424.9035,142272.4839,110254.0419,39156.0366,54828.9212,73268.7223,33832.1793,53326.1979,41887.1216,31291.3543,71160.1667,30277.7037,28947.1611,103834.2942,47259.7525,43738.051,84066.6435,24054.0696,64965.0993,56841.2033,19976.3184,25406.3211,59842.9837,37708.5876,74918.57,14520.2586,47418.1551,15310.3492,56054.1743
20070321,80904.1948,255077.202,279276.8082,111533.78,161812.5157,416927.6033,231934.2782,364845.4482,170367.7983,72439.5457,119873.4158,94160.409,183196.779,242647.3806,178702.7871,199106.5729,92468.4402,86581.2355,30664.5923,110434.1872,79063.3509,153936.097,45756.6437,16951.36167,70748.0145,80047.252,96021.6249,77492.3464,16504.2127,15159.2334,109644.7891,24233.3637,198662.9634,177175.7468,180688.7747,63892.4494,49125.0764,52879.962,68212.5868,28701.1439,141967.5092,72043.1605,143567.2388,111735.8266,39499.6576,55959.8308,74528.2401,34575.6415,53687.2419,42758.9627,32055.0588,71665.2966,31240.4649,29892.8625,105111.7508,47407.6125,43776.4177,84375.2582,24578.7541,65901.1384,57301.829,20629.4847,25670.3155,61033.7196,38156.5471,76017.0202,14953.8806,48020.2904,15687.0297,56435.7948
20070322,80981.7635,254145.7266,276828.7296,110495.72,159275.7013,423361.1441,230950.3688,368238.8811,168353.2556,71810.0688,118217.8923,95818.7101,182771.564,244208.4162,177454.0269,200106.899,92087.0819,86368.3221,30724.5427,112916.7779,78226.5937,157366.9688,45107.1014,17149.32552,70575.3549,81308.3026,95848.0265,76418.7266,16375.6623,15291.7111,110605.054,23760.2612,201471.2549,176133.877,180793.7043,63839.25,49094.6206,52570.8731,68153.2612,28403.1222,143674.6643,72370.9087,143311.2989,111712.6737,40295.8527,56121.3894,75422.0914,34724.334,53542.8243,42972.0795,31927.7747,71483.7655,30869.0059,29626.5443,104997.1073,47453.81875,43536.6258,84097.505,24533.5227,65801.5598,57336.3759,20565.3008,25569.7462,61430.6315,38060.5558,75814.3935,14801.2349,47764.3829,15591.1474,57081.614
20070323,80602.5386,253557.4263,274380.651,111130.09,158188.4952,427142.6285,231173.9846,368341.7124,168526.923,70517.9845,118116.5337,94523.1623,181850.265,242772.2634,177219.8844,199690.0965,92880.4826,86336.385,31054.2695,113853.9149,78002.0979,159028.4601,45265.8784,18093.89589,67715.9267,81437.9433,96455.621,75920.2602,16164.1762,14932.1287,110925.1423,23595.0507,201313.4857,175120.948,179482.0129,63679.6519,49292.5828,52811.2756,68141.396,28618.3601,143609.3633,71674.4437,143070.4143,111249.616,40463.4727,55737.6879,76532.634,34693.0806,54216.7731,43191.6543,31981.1519,71807.3644,30937.233,29800.4664,104964.352,47158.09875,43833.9678,83109.938,24678.2632,66448.8209,57486.0792,20772.9548,25506.8904,61022.3792,38164.5464,76219.6469,14840.4094,47869.7566,15717.849,57221.0523
20070326,82610.707,252674.9758,276339.1139,111245.43,159094.5003,429680.8169,230592.5836,370192.6758,169152.126,70269.5067,117170.5203,95300.491,181921.1341,245457.2447,176777.6151,199398.3347,92810.3477,85559.2511,31344.0294,114363.5858,77369.4278,160538.9068,44962.7587,18240.95475,66688.8668,82003.6483,95631.0285,77377.3157,16176.6165,14894.278,109615.6902,23993.0576,201629.0241,174368.4865,178390.0432,63856.9831,48942.342,52854.2046,67868.4982,28659.752,144595.0976,72145.5818,143025.2484,111481.1448,40748.4267,55778.0775,77033.7324,35028.0098,54301.0167,43165.8219,31796.3847,71688.9745,31043.3642,30224.4016,104636.799,47463.06,45157.6193,88325.5264,24660.1707,66130.1692,57382.4385,20387.851,25682.8867,60908.9758,37868.5732,76049.0139,14653.9925,48336.4114,15628.8155,56788.0598
